year,CTYNAME,month,type,amount
2011,Papua New Guinea,12,1,19.001631
2012,Papua New Guinea,12,1,7.827662
2013,Papua New Guinea,12,1,0
1985,New Zealand,12,1,67.1
1986,New Zealand,12,1,58.1
1987,New Zealand,12,1,74.6
1988,New Zealand,12,1,64.1
1989,New Zealand,12,1,77.5
1990,New Zealand,12,1,90
1991,New Zealand,12,1,94.2
1992,New Zealand,12,1,67.2
1993,New Zealand,12,1,69.2
1994,New Zealand,12,1,105.4
1995,New Zealand,12,1,103.2
1996,New Zealand,12,1,114.6
1997,New Zealand,12,1,111.7
1998,New Zealand,12,1,145.7
1999,New Zealand,12,1,141.9
2000,New Zealand,12,1,186.4
2001,New Zealand,12,1,166.8
2002,New Zealand,12,1,203.2
2003,New Zealand,12,1,201.059077
2004,New Zealand,12,1,250.450737
2005,New Zealand,12,1,284.788817
2006,New Zealand,12,1,281.343172
2007,New Zealand,12,1,252.061054
2008,New Zealand,12,1,306.489013
2009,New Zealand,12,1,234.386066
2010,New Zealand,12,1,256.192581
2011,New Zealand,12,1,240.220116
2012,New Zealand,12,1,317.706124
2013,New Zealand,12,1,0
1992,Cook 1slands,12,1,0
1993,Cook 1slands,12,1,0
1994,Cook 1slands,12,1,0
1995,Cook 1slands,12,1,0
1996,Cook 1slands,12,1,0.1
1997,Cook 1slands,12,1,0.4
1998,Cook 1slands,12,1,0
1999,Cook 1slands,12,1,0.1
2000,Cook 1slands,12,1,0
2001,Cook 1slands,12,1,0.2
2002,Cook 1slands,12,1,0.1
2003,Cook 1slands,12,1,0.792002
2004,Cook 1slands,12,1,0.240045
2005,Cook 1slands,12,1,0.189204
2006,Cook 1slands,12,1,0.149571
2007,Cook 1slands,12,1,0.098122
2008,Cook 1slands,12,1,0.00249
2009,Cook 1slands,12,1,0.454708
2010,Cook 1slands,12,1,0.072117
2011,Cook 1slands,12,1,0.058169
2012,Cook 1slands,12,1,0.010198
2013,Cook 1slands,12,1,0
1992,Tokelau,12,1,0.1
1993,Tokelau,12,1,0
1994,Tokelau,12,1,0.3
1995,Tokelau,12,1,0.1
1996,Tokelau,12,1,0.2
1997,Tokelau,12,1,0.1
1998,Tokelau,12,1,1.1
1999,Tokelau,12,1,1.4
2000,Tokelau,12,1,0.4
2001,Tokelau,12,1,0.3
2002,Tokelau,12,1,0.2
2003,Tokelau,12,1,0.15789
2004,Tokelau,12,1,0.772428
2005,Tokelau,12,1,0.910136
2006,Tokelau,12,1,0.238013
2007,Tokelau,12,1,0.576173
2008,Tokelau,12,1,0.175013
2009,Tokelau,12,1,0.642511
2010,Tokelau,12,1,0.179772
2011,Tokelau,12,1,0.385915
2012,Tokelau,12,1,0.412574
2013,Tokelau,12,1,0
1992,Niue,12,1,0
1993,Niue,12,1,0
1994,Niue,12,1,0
1995,Niue,12,1,0
1996,Niue,12,1,0.3
1997,Niue,12,1,0
1998,Niue,12,1,0
1999,Niue,12,1,0
2000,Niue,12,1,0
2001,Niue,12,1,0
2002,Niue,12,1,0
2003,Niue,12,1,0.029346
2004,Niue,12,1,0
2005,Niue,12,1,0.015586
2006,Niue,12,1,0
2007,Niue,12,1,0.016684
2008,Niue,12,1,0
2009,Niue,12,1,0
2010,Niue,12,1,0
2011,Niue,12,1,0.002297
2012,Niue,12,1,0.015855
2013,Niue,12,1,0
1992,Samoa,12,1,0.1
1993,Samoa,12,1,0.1
1994,Samoa,12,1,0
1995,Samoa,12,1,0
1996,Samoa,12,1,0.1
1997,Samoa,12,1,0.2
1998,Samoa,12,1,0.5
1999,Samoa,12,1,0.3
2000,Samoa,12,1,0.4
2001,Samoa,12,1,0.6
2002,Samoa,12,1,0.4
2003,Samoa,12,1,0.298422
2004,Samoa,12,1,0.568169
2005,Samoa,12,1,0.70943
2006,Samoa,12,1,0.398151
2007,Samoa,12,1,0.439855
2008,Samoa,12,1,0.592015
2009,Samoa,12,1,0.648621
2010,Samoa,12,1,0.244838
2011,Samoa,12,1,0.187258
2012,Samoa,12,1,0.648113
2013,Samoa,12,1,0
1992,Solomon 1slands,12,1,0.1
1993,Solomon 1slands,12,1,0.4
1994,Solomon 1slands,12,1,0
1995,Solomon 1slands,12,1,0
1996,Solomon 1slands,12,1,0.1
1997,Solomon 1slands,12,1,0
1998,Solomon 1slands,12,1,0.1
1999,Solomon 1slands,12,1,0
2000,Solomon 1slands,12,1,0.1
2001,Solomon 1slands,12,1,0.1
2002,Solomon 1slands,12,1,0
2003,Solomon 1slands,12,1,0.126247
2004,Solomon 1slands,12,1,0.087002
2005,Solomon 1slands,12,1,0.369049
2006,Solomon 1slands,12,1,0.027954
2007,Solomon 1slands,12,1,0.077696
2008,Solomon 1slands,12,1,0.069257
2009,Solomon 1slands,12,1,0.038052
2010,Solomon 1slands,12,1,0.014609
2011,Solomon 1slands,12,1,0.084608
2012,Solomon 1slands,12,1,0.042746
2013,Solomon 1slands,12,1,0
1992,Vanuatu,12,1,0
1993,Vanuatu,12,1,0
1994,Vanuatu,12,1,0
1995,Vanuatu,12,1,0
1996,Vanuatu,12,1,0
1997,Vanuatu,12,1,0
1998,Vanuatu,12,1,1
1999,Vanuatu,12,1,0
2000,Vanuatu,12,1,0.1
2001,Vanuatu,12,1,0.1
2002,Vanuatu,12,1,0
2003,Vanuatu,12,1,0.056594
2004,Vanuatu,12,1,0.098031
2005,Vanuatu,12,1,0.449877
2006,Vanuatu,12,1,0.095458
2007,Vanuatu,12,1,0.118381
2008,Vanuatu,12,1,0.048683
2009,Vanuatu,12,1,0.045458
2010,Vanuatu,12,1,0.121508
2011,Vanuatu,12,1,0.117358
2012,Vanuatu,12,1,0.07324
2013,Vanuatu,12,1,0
1992,Pitcairn 1slands,12,1,0
1993,Pitcairn 1slands,12,1,0
1994,Pitcairn 1slands,12,1,0
1995,Pitcairn 1slands,12,1,0
1996,Pitcairn 1slands,12,1,0
1998,Pitcairn 1slands,12,1,0
1999,Pitcairn 1slands,12,1,0
2000,Pitcairn 1slands,12,1,0
2001,Pitcairn 1slands,12,1,0
2002,Pitcairn 1slands,12,1,0
2003,Pitcairn 1slands,12,1,0.0577
2004,Pitcairn 1slands,12,1,0.142388
2005,Pitcairn 1slands,12,1,0.035909
2006,Pitcairn 1slands,12,1,0.003368
2007,Pitcairn 1slands,12,1,0
2008,Pitcairn 1slands,12,1,0
2009,Pitcairn 1slands,12,1,0
2010,Pitcairn 1slands,12,1,0.000812
2011,Pitcairn 1slands,12,1,0.000222
2012,Pitcairn 1slands,12,1,0.000041
2013,Pitcairn 1slands,12,1,0
1992,Kiribati,12,1,0
1993,Kiribati,12,1,0.1
1994,Kiribati,12,1,0.2
1995,Kiribati,12,1,0.1
1996,Kiribati,12,1,0.1
1997,Kiribati,12,1,0.1
1998,Kiribati,12,1,0.2
1999,Kiribati,12,1,0.4
2000,Kiribati,12,1,0.3
2001,Kiribati,12,1,0.1
2002,Kiribati,12,1,0.1
2003,Kiribati,12,1,0.12517
2004,Kiribati,12,1,0.050178
2005,Kiribati,12,1,0.091084
2006,Kiribati,12,1,0.100569
2007,Kiribati,12,1,0.065079
2008,Kiribati,12,1,0.040279
2009,Kiribati,12,1,0.0606
2010,Kiribati,12,1,0.085786
2011,Kiribati,12,1,0.040037
2012,Kiribati,12,1,0.035299
2013,Kiribati,12,1,0
1992,Tuvalu,12,1,0
1993,Tuvalu,12,1,0
1994,Tuvalu,12,1,0
1995,Tuvalu,12,1,0
1996,Tuvalu,12,1,0
1997,Tuvalu,12,1,0
1998,Tuvalu,12,1,0
2000,Tuvalu,12,1,0
2002,Tuvalu,12,1,0
2003,Tuvalu,12,1,0
2004,Tuvalu,12,1,0.005621
2005,Tuvalu,12,1,0
2006,Tuvalu,12,1,0
2007,Tuvalu,12,1,0
2008,Tuvalu,12,1,0
2009,Tuvalu,12,1,0
2010,Tuvalu,12,1,0.009204
2011,Tuvalu,12,1,0
2012,Tuvalu,12,1,0.001744
2013,Tuvalu,12,1,0
1992,New Caledonia,12,1,0.5
1993,New Caledonia,12,1,0
1994,New Caledonia,12,1,0.1
1995,New Caledonia,12,1,2.4
1996,New Caledonia,12,1,1.3
1997,New Caledonia,12,1,1.4
1998,New Caledonia,12,1,0.4
1999,New Caledonia,12,1,0
2000,New Caledonia,12,1,1.6
2001,New Caledonia,12,1,2
2002,New Caledonia,12,1,0.6
2003,New Caledonia,12,1,0.008188
2004,New Caledonia,12,1,1.18458
2005,New Caledonia,12,1,1.818381
2006,New Caledonia,12,1,6.66035
2007,New Caledonia,12,1,5.673665
2008,New Caledonia,12,1,2.468726
2009,New Caledonia,12,1,6.742175
2010,New Caledonia,12,1,9.218095
2011,New Caledonia,12,1,6.285755
2012,New Caledonia,12,1,4.97819
2013,New Caledonia,12,1,0
1992,Wallis and Futuna,12,1,0
1993,Wallis and Futuna,12,1,0
1994,Wallis and Futuna,12,1,0
1995,Wallis and Futuna,12,1,0
1996,Wallis and Futuna,12,1,0
1998,Wallis and Futuna,12,1,0
1999,Wallis and Futuna,12,1,0
2000,Wallis and Futuna,12,1,0
2001,Wallis and Futuna,12,1,0
2002,Wallis and Futuna,12,1,0
2003,Wallis and Futuna,12,1,0
2004,Wallis and Futuna,12,1,0.000375
2005,Wallis and Futuna,12,1,0.019589
2006,Wallis and Futuna,12,1,0.0336
2007,Wallis and Futuna,12,1,0
2008,Wallis and Futuna,12,1,0
2009,Wallis and Futuna,12,1,0
2010,Wallis and Futuna,12,1,0
2011,Wallis and Futuna,12,1,0
2012,Wallis and Futuna,12,1,0
2013,Wallis and Futuna,12,1,0
1992,French Polynesia,12,1,1
1993,French Polynesia,12,1,0.6
1994,French Polynesia,12,1,1.6
1995,French Polynesia,12,1,0.5
1996,French Polynesia,12,1,3
1997,French Polynesia,12,1,2.6
1998,French Polynesia,12,1,1.6
1999,French Polynesia,12,1,2.3
2000,French Polynesia,12,1,3
2001,French Polynesia,12,1,6.5
2002,French Polynesia,12,1,2.7
2003,French Polynesia,12,1,4.435664
2004,French Polynesia,12,1,3.964164
2005,French Polynesia,12,1,3.915519
2006,French Polynesia,12,1,2.900739
2007,French Polynesia,12,1,3.295344
2008,French Polynesia,12,1,1.896921
2009,French Polynesia,12,1,1.79944
2010,French Polynesia,12,1,2.389037
2011,French Polynesia,12,1,4.738796
2012,French Polynesia,12,1,3.697377
2013,French Polynesia,12,1,0
1992,Marshall 1slands,12,1,0.2
1993,Marshall 1slands,12,1,0.2
1994,Marshall 1slands,12,1,0.6
1995,Marshall 1slands,12,1,0.1
1996,Marshall 1slands,12,1,0.1
1997,Marshall 1slands,12,1,0.1
1998,Marshall 1slands,12,1,0
1999,Marshall 1slands,12,1,0
2000,Marshall 1slands,12,1,0.1
2001,Marshall 1slands,12,1,4.6
2002,Marshall 1slands,12,1,0.5
2003,Marshall 1slands,12,1,0.515625
2004,Marshall 1slands,12,1,0.993834
2005,Marshall 1slands,12,1,0.957113
2006,Marshall 1slands,12,1,0.557624
2007,Marshall 1slands,12,1,0.509054
2008,Marshall 1slands,12,1,1.188612
2009,Marshall 1slands,12,1,1.217689
2010,Marshall 1slands,12,1,0.523681
2011,Marshall 1slands,12,1,1.144624
2012,Marshall 1slands,12,1,2.167932
2013,Marshall 1slands,12,1,0
1992,Micronesia,12,1,0.6
1993,Micronesia,12,1,0.7
1994,Micronesia,12,1,1.4
1995,Micronesia,12,1,0.9
1996,Micronesia,12,1,0.9
1997,Micronesia,12,1,0.9
1998,Micronesia,12,1,1.5
1999,Micronesia,12,1,0.9
2000,Micronesia,12,1,0.9
2001,Micronesia,12,1,1.6
2002,Micronesia,12,1,1.5
2003,Micronesia,12,1,1.258295
2004,Micronesia,12,1,0.413213
2005,Micronesia,12,1,0.009043
2006,Micronesia,12,1,0.152571
2007,Micronesia,12,1,0.131495
2008,Micronesia,12,1,0.296771
2009,Micronesia,12,1,0.252797
2010,Micronesia,12,1,0.277461
2011,Micronesia,12,1,0.05228
2012,Micronesia,12,1,0.084385
2013,Micronesia,12,1,0
1992,Palau,12,1,0
1993,Palau,12,1,0.1
1994,Palau,12,1,0.6
1995,Palau,12,1,0.2
1996,Palau,12,1,0.6
1997,Palau,12,1,1.3
1998,Palau,12,1,1.5
1999,Palau,12,1,0.4
2000,Palau,12,1,0
2001,Palau,12,1,1.8
2002,Palau,12,1,0.7
2003,Palau,12,1,0.006
2004,Palau,12,1,0
2005,Palau,12,1,0
2006,Palau,12,1,0.071747
2007,Palau,12,1,0.013767
2008,Palau,12,1,0
2009,Palau,12,1,0
2010,Palau,12,1,0.00064
2011,Palau,12,1,0.006964
2012,Palau,12,1,0.044721
2013,Palau,12,1,0
1992,Nauru,12,1,0.1
1993,Nauru,12,1,0
1994,Nauru,12,1,0
1995,Nauru,12,1,0
1996,Nauru,12,1,0
1997,Nauru,12,1,0
1998,Nauru,12,1,0
1999,Nauru,12,1,0
2000,Nauru,12,1,0
2001,Nauru,12,1,0
2002,Nauru,12,1,0
2003,Nauru,12,1,0.081295
2004,Nauru,12,1,0.007209
2005,Nauru,12,1,0
2006,Nauru,12,1,0.002879
2007,Nauru,12,1,0.002524
2008,Nauru,12,1,0.009267
2009,Nauru,12,1,0
2010,Nauru,12,1,0.045442
2011,Nauru,12,1,0.002652
2012,Nauru,12,1,0.02234
2013,Nauru,12,1,0
1992,Fiji,12,1,5.6
1993,Fiji,12,1,5.9
1994,Fiji,12,1,7.6
1995,Fiji,12,1,4.4
1996,Fiji,12,1,4.9
1997,Fiji,12,1,5.7
1998,Fiji,12,1,3.6
1999,Fiji,12,1,6
2000,Fiji,12,1,10.6
2001,Fiji,12,1,12.4
2002,Fiji,12,1,12.8
2003,Fiji,12,1,13.406944
2004,Fiji,12,1,19.029199
2005,Fiji,12,1,12.101869
2006,Fiji,12,1,8.616386
2007,Fiji,12,1,11.421087
2008,Fiji,12,1,20.273197
2009,Fiji,12,1,12.768218
2010,Fiji,12,1,13.834958
2011,Fiji,12,1,13.560497
2012,Fiji,12,1,14.862781
2013,Fiji,12,1,0
1992,Tonga,12,1,0.3
1993,Tonga,12,1,0.7
1994,Tonga,12,1,0.3
1995,Tonga,12,1,0.5
1996,Tonga,12,1,0.3
1997,Tonga,12,1,0.2
1998,Tonga,12,1,0.7
1999,Tonga,12,1,0.4
2000,Tonga,12,1,0.5
2001,Tonga,12,1,0.7
2002,Tonga,12,1,0.5
2003,Tonga,12,1,0.557886
2004,Tonga,12,1,0.353245
2005,Tonga,12,1,0.459854
2006,Tonga,12,1,0.533733
2007,Tonga,12,1,0.364363
2008,Tonga,12,1,0.280315
2009,Tonga,12,1,0.298763
2010,Tonga,12,1,0.196438
2011,Tonga,12,1,0.164443
2012,Tonga,12,1,0.089952
2013,Tonga,12,1,0
1992,Morocco,12,1,17
1993,Morocco,12,1,18.3
1994,Morocco,12,1,18.2
1995,Morocco,12,1,25.6
1996,Morocco,12,1,21.2
1997,Morocco,12,1,27
1998,Morocco,12,1,31.1
1999,Morocco,12,1,34.8
2000,Morocco,12,1,41.4
2001,Morocco,12,1,22.7
2002,Morocco,12,1,35.1
2003,Morocco,12,1,31.30782
2004,Morocco,12,1,38.160449
2005,Morocco,12,1,38.66661
2006,Morocco,12,1,64.02122
2007,Morocco,12,1,41.336474
